bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
706,0.06,0,NonL-TADs,701,3R,3929050,3953549,24499,22822,46.59,Active,0.283954,0.0623294,1547.85,0.06,0.015084,12819,11986,12130,12548,35.11685853,33.65479,32.71304728,31.35105994,4,,5
707,0.09,1,L-TADs,702,3R,3953550,4058749,105199,38897,75.72,PcG,0.314876,0.0677595,5248.32,0.09,0.033939,1501,1440,1522,1564,2.442918876,2.469280581,0.9032615854,0.9130087429,4,2,
708,0.09,0,NonL-TADs,703,3R,4058750,4142149,83399,56720,70.08,PcG,0.233684,0.0665138,5976.51,0.09,0.033939,22795,19950,21334,21641,24.34889332,23.58143824,16.55978164,16.03783231,3,,4
709,0.06,0,NonL-TADs,704,3R,4142150,4165949,23799,19050,46.14,PcG,0.208939,0.0625547,1328.44,0.06,0.015084,3774,2584,3168,2904,10.78339891,9.920359462,8.631612638,7.940789435,3,,4
710,0.06,0,NonL-TADs,705,3R,4165950,4186949,20999,16509,44.25,Active,0.216892,0.0612511,1312.92,0.06,0.015084,10164,9731,9664,9917,38.93617665,36.91515753,30.61085482,29.02196941,3,,4
711,0.13,1,L-TADs,706,3R,4186950,4467149,280199,136352,104.97,Null,0.323221,0.061088,11591,0.13,0.070811,5113,4727,4995,4889,2.331651899,2.256118207,1.13464145,1.097884824,4,2,
712,0.06,0,NonL-TADs,707,3R,4467150,4494049,26899,26125,48.06,Active,0.205724,0.0612294,1002.08,0.06,0.015084,30541,26235,28294,29829,70.21640992,69.24403212,68.1959816,67.2515833,3,,4
713,0.07,0,NonL-TADs,708,3R,4494050,4541549,47499,27186,58.09,PcG,0.19542,0.0615538,4071.43,0.07,0.020531,3740,3918,3816,4028,9.101231831,8.980135683,5.20907995,5.139770704,3,,4
714,0.09,1,L-TADs,709,3R,4541550,4626149,84599,87019,70.42,Null,0.196189,0.0575866,5372.09,0.09,0.033939,9758,7901,8679,8891,6.556652185,6.284175417,6.744208756,6.463937642,3,1,
715,0.06,0,NonL-TADs,710,3R,4626150,4647149,20999,11979,44.25,Active,0.157138,0.0590719,1287.02,0.06,0.015084,20187,17066,18979,18857,100.4779614,98.30492541,57.31822943,56.07860858,3,,3
716,0.11,0,NonL-TADs,711,3R,4647150,4805849,158699,130662,86.85,Null,0.0880336,0.0563061,9815.82,0.11,0.050699,9483,9420,9519,10282,4.67424595,4.716593503,3.848457296,3.8833234,2,,2
717,0.06,0,NonL-TADs,712,3R,4805850,4830049,24199,22005,46.4,Active,0.0685715,0.061947,1647.33,0.06,0.015084,3634,3197,3550,3866,10.02981771,10.48911808,9.120465259,9.538123199,1,,2
718,0.05,0,NonL-TADs,713,3R,4830050,4844149,14099,13489,38.75,Active,0.0631961,0.0635247,1752.39,0.05,0.010475,8445,6431,7705,6688,35.63169996,33.20948929,34.09007736,31.7726648,1,,1
719,0.06,0,NonL-TADs,714,3R,4844150,4875649,31499,35040,50.66,Active,0.0589207,0.0643486,1899.65,0.06,0.015084,8221,7822,8398,8792,14.79284183,15.26871207,16.45579789,16.98516368,1,,1
720,0.05,0,NonL-TADs,715,3R,4875650,4894049,18399,15180,42.35,Active,0.0536524,0.0609204,1890.61,0.05,0.010475,4979,4246,4898,5303,19.63472084,20.91517979,16.1995251,17.25596115,1,,1
721,0.11,0,NonL-TADs,716,3R,4894050,5062649,168599,169241,88.62,Null,0.0490587,0.0579432,12462.3,0.11,0.050699,1457,953,1408,1425,0.4600887217,0.5209926757,0.4618406714,0.5229765386,1,,1
722,0.09,0,NonL-TADs,717,3R,5062650,5159949,97299,66244,73.78,Active,0.0622707,0.0665714,8992.35,0.09,0.033939,18648,18325,17744,18336,18.03301193,16.95159651,12.27740102,11.54114183,1,,1
723,0.08,0,NonL-TADs,718,3R,5159950,5226449,66499,55611,64.99,Null,0.0802761,0.0618525,10422.3,0.08,0.026816,22804,20331,24926,22843,25.06104783,26.73474655,20.95775772,22.35741877,1,,2
724,0.09,1,L-TADs,719,3R,5226450,5323949,97499,67108,73.83,Active,0.109184,0.0724511,13138.8,0.09,0.033939,16116,13726,16971,17142,14.36758443,15.8210843,9.889125588,10.88956117,2,1,
725,0.05,0,NonL-TADs,720,3R,5323950,5341749,17799,15909,41.88,Active,0.0959039,0.0706413,2857.35,0.05,0.010475,22678,19851,21774,22121,86.37188879,85.87421847,77.2004258,76.75560097,2,,2
726,0.07,0,NonL-TADs,721,3R,5341750,5376449,34699,29857,52.32,Active,0.0770269,0.0719701,2563.83,0.07,0.020531,4939,3971,5013,5021,9.6418787,10.45968377,8.296422731,9.00010889,1,,2
727,0.06,0,NonL-TADs,722,3R,5376450,5399349,22899,20332,45.55,Active,0.0628715,0.0706882,2576.18,0.06,0.015084,8056,6883,7413,7580,23.73949925,22.95086541,21.07827847,20.37805124,1,,1
728,0.05,0,NonL-TADs,723,3R,5399350,5417549,18199,50542,42.19,Active,0.0560811,0.0675087,2923.35,0.05,0.010475,13431,11483,12398,11481,15.92653001,14.70463803,44.23092917,40.83750839,1,,1
729,0.07,0,NonL-TADs,724,3R,5417550,5457649,40099,6635,54.9,Active,0.0519128,0.065516,4853.41,0.07,0.020531,21986,20039,20546,19482,204.6430135,187.7645454,33.86135302,31.0685493,1,,1
730,0.07,0,NonL-TADs,725,3R,5457650,5504849,47199,43588,57.97,Null,0.0478057,0.0583789,7021.76,0.07,0.020531,14829,13459,15069,14002,20.96840657,20.75791145,19.36420063,19.16980962,1,,1
731,0.06,0,NonL-TADs,726,3R,5504850,5530849,25999,23775,47.52,Null,0.0486586,0.0561773,2331.29,0.06,0.015084,2625,2245,2558,2585,6.618179823,6.732659097,6.052049129,6.156735645,1,,1
732,0.08,0,NonL-TADs,727,3R,5530850,5588849,57999,50385,62.09,Active,0.0566357,0.0608967,7361.23,0.08,0.026816,18555,16171,19210,18944,22.26812372,23.56836409,19.34480618,20.47435343,1,,1
733,0.05,0,NonL-TADs,728,3R,5588850,5604949,16099,15204,40.5,Active,0.0648719,0.0596995,2359.84,0.05,0.010475,28851,25305,26911,25289,115.0850329,106.8570716,108.6870514,100.9165114,1,,1
734,0.06,0,NonL-TADs,729,3R,5604950,5636249,31299,26624,50.55,Active,0.0745165,0.0590896,2073.46,0.06,0.015084,11010,8428,10806,10710,23.58893865,25.15236676,20.06555809,21.39546352,1,,2
735,0.08,0,NonL-TADs,730,3R,5636250,5695049,58799,46518,62.38,Null,0.0947539,0.055082,4914.26,0.08,0.026816,126,101,132,124,0.1576648749,0.1712811448,0.1247343433,0.1355066633,2,,2
736,0.11,1,L-TADs,731,3R,5695050,5869049,173999,165834,89.55,Null,0.165953,0.0546169,11053,0.11,0.050699,4022,3274,4053,4162,1.421482039,1.541787845,1.354778203,1.469438592,3,1,
737,0.08,0,NonL-TADs,732,3R,5869050,5927949,58899,25262,62.41,Active,0.103322,0.0492202,4650.49,0.08,0.026816,11428,8873,7745,10776,25.96449188,22.81851234,11.13626707,9.786944749,2,,2
738,0.06,0,NonL-TADs,733,3R,5927950,5960849,32899,24520,51.4,Null,0.0873185,0.04094,3949.47,0.06,0.015084,3349,2958,3342,3357,8.310602165,8.50315583,6.193986598,6.337499041,1,,2
739,0.1,0,NonL-TADs,734,3R,5960850,6091149,130299,142934,81.32,Null,0.0864156,0.0430727,5751.5,0.1,0.0419,4980,4709,4757,5144,2.190148366,2.155927435,2.402525472,2.364986162,1,,2
740,0.11,0,NonL-TADs,735,3R,6091150,6242349,151199,89825,85.46,Null,0.120746,0.043562,8396.18,0.11,0.050699,24136,20996,26494,27404,16.2336987,18.67523392,9.644190676,11.09466919,2,,2
741,0.13,2,L-TADs,736,3R,6242350,6500049,257699,135699,102.08,PcG,0.352308,0.0622796,6831.46,0.13,0.070811,270,286,305,305,0.132381797,0.1399084077,0.06970953503,0.07367289363,5,2,
742,0.11,1,L-TADs,737,3R,6500050,6676749,176699,116387,90.01,Null,0.298969,0.0492057,7468.89,0.11,0.050699,15090,13121,13659,13586,7.831485256,7.285728182,5.158394074,4.798918194,4,2,
743,0.05,0,NonL-TADs,738,3R,6676750,6695549,18799,19130,42.65,Active,0.194707,0.0457265,903.88,0.05,0.010475,9261,8444,8664,8401,29.90274716,27.76399444,30.42925438,28.25284396,3,,4
744,0.06,0,NonL-TADs,739,3R,6695550,6719449,23899,27811,46.2,Active,0.141462,0.044148,1288.15,0.06,0.015084,8619,7993,8201,8405,19.29902839,18.58399392,22.45806429,21.62598665,2,,3
745,0.14,0,NonL-TADs,740,3R,6719450,7024549,305099,84240,107.99,Null,0.083799,0.0525952,13000.7,0.14,0.082124,738,635,790,818,0.5266017605,0.5940983037,0.1453984848,0.1640347596,1,,2
746,0.05,0,NonL-TADs,741,3R,7024550,7037049,12499,9968,37.23,Active,0.0694481,0.0491617,0,0.05,0.010475,32750,35180,31587,34007,220.1829636,204.8079037,175.5967502,163.3350815,1,,2
747,0.06,0,NonL-TADs,742,3R,7037050,7070149,33099,31808,51.5,Active,0.0649327,0.0475211,3126.67,0.06,0.015084,83724,74340,80033,77523,160.5560714,154.166215,154.2937104,148.1530852,1,,1
748,0.14,0,NonL-TADs,743,3R,7070150,7384049,313899,149935,109.02,PcG,0.0890544,0.0810448,17119.4,0.14,0.082124,13674,12549,13327,13110,5.650794042,5.487818927,2.699122344,2.621276687,2,,2
749,0.08,0,NonL-TADs,744,3R,7384050,7445549,61499,65037,63.32,Active,0.0920977,0.0644162,5520.08,0.08,0.026816,30048,30392,30065,32169,30.02576514,29.78227309,31.75312911,31.49562911,2,,2
750,0.08,0,NonL-TADs,745,3R,7445550,7519749,74199,72142,67.4,Active,0.137628,0.0828288,6135.93,0.08,0.026816,11914,9819,11923,12258,9.733334068,10.43221923,9.463499324,10.14300947,2,,3
751,0.08,0,NonL-TADs,746,3R,7519750,7589149,69399,41516,65.92,Null,0.151148,0.0652686,8771.33,0.08,0.026816,14286,11051,14914,16328,19.71831571,23.42145931,11.79592782,14.01122933,2,,3
752,0.08,0,NonL-TADs,747,3R,7589150,7647249,58099,46326,62.13,Active,0.284012,0.0742474,5549.68,0.08,0.026816,27596,26230,24713,24245,37.54027346,32.89194014,29.93322963,26.22682007,4,,5
753,0.1,1,L-TADs,748,3R,7647250,7775749,128499,82314,80.95,Null,0.510178,0.0795751,9149.13,0.1,0.0419,4727,3473,4650,4668,3.218624209,3.52321889,2.061789066,2.256906588,6,4,
754,0.13,1,L-TADs,749,3R,7775750,8045249,269499,134393,103.61,Null,0.675728,0.0878225,13549.5,0.13,0.070811,19105,15985,16464,17439,8.436005364,7.851490457,4.206843324,3.915359081,6,6,
755,0.1,1,L-TADs,750,3R,8045250,8175749,130499,65479,81.36,PcG,0.653746,0.103625,6282.64,0.1,0.0419,2371,2011,2469,2753,2.1622229,2.482135325,1.084914009,1.245432831,6,5,
756,0.08,0,NonL-TADs,751,3R,8175750,8232249,56499,55884,61.55,Active,0.491536,0.0776362,4718.6,0.08,0.026816,6992,6681,6798,6998,7.905083423,7.683451033,7.819035417,7.599815528,5,,6
757,0.12,1,L-TADs,752,3R,8232250,8454649,222399,121083,97.19,Active,0.602587,0.0828531,29000.7,0.12,0.060336,65977,62385,64230,66142,34.25180242,33.51133902,18.64806493,18.24492674,6,5,
758,0.09,0,NonL-TADs,753,3R,8454650,8548849,94199,75592,72.99,Active,0.373101,0.0915863,13785.3,0.09,0.033939,23242,22426,23349,21499,19.51939192,18.46536389,15.66375305,14.81792574,5,,6
759,0.13,1,L-TADs,754,3R,8548850,8808149,259299,84682,102.29,Null,0.566127,0.0717176,16621.2,0.13,0.070811,4664,4681,4414,4728,3.565482645,3.360011289,1.164417145,1.097314205,6,4,
760,0.07,0,NonL-TADs,755,3R,8808150,8855749,47599,44102,58.13,Active,0.340952,0.0549575,3545.72,0.07,0.020531,17925,15312,18072,18574,24.34970252,25.8618101,22.56078028,23.96179645,4,,5
761,0.07,0,NonL-TADs,756,3R,8855750,8905449,49699,44273,58.98,PcG,0.343765,0.048833,4703.8,0.07,0.020531,6009,5501,5835,6080,8.399752697,8.376174598,7.482690822,7.461686914,4,,6
762,0.11,1,L-TADs,757,3R,8905450,9084649,179199,121352,90.44,Null,0.443941,0.0406405,6859.68,0.11,0.050699,1817,1576,1786,1943,0.9033728808,0.9563923006,0.6117562366,0.6476605252,5,3,
763,0.05,0,NonL-TADs,758,3R,9084650,9097949,13299,11751,38,Active,0.400211,0.0395892,0,0.05,0.010475,5511,4634,5080,5306,27.89377881,27.50832319,24.64695051,24.30636182,5,,6
764,0.09,1,L-TADs,759,3R,9097950,9190449,92499,43574,72.54,Null,0.367408,0.0362122,4751.28,0.09,0.033939,1944,1543,1888,1932,2.585560152,2.728516346,1.217993687,1.285336828,5,2,
765,0.05,0,NonL-TADs,760,3R,9190450,9207249,16799,15541,41.08,Null,0.313735,0.0336281,1179.58,0.05,0.010475,1862,1899,2057,2445,7.819059188,9.016067539,7.233525736,8.340895626,4,,5
766,0.05,0,NonL-TADs,761,3R,9207250,9227149,19899,16371,43.47,Active,0.24827,0.0361188,1092.63,0.05,0.010475,19679,18525,19010,20195,75.39868221,74.53441992,62.0308471,61.31981449,4,,4
767,0.07,0,NonL-TADs,762,3R,9227150,9261249,34099,20463,52.02,Null,0.190959,0.0325385,1948.18,0.07,0.020531,1436,1292,1606,1659,4.307300677,4.965974755,2.584835149,2.980109136,3,,4
768,0.12,0,NonL-TADs,763,3R,9261250,9470949,209699,37071,95.3,Null,0.109814,0.031123,9656.69,0.12,0.060336,29741,28279,32393,30972,50.56774074,53.19928115,8.939464265,9.404673133,2,,2
769,0.07,0,NonL-TADs,764,3R,9470950,9510749,39799,42429,54.77,Active,0.110771,0.0390033,3255.42,0.07,0.020531,40648,31812,37480,37305,55.1779627,54.85829784,58.82423627,58.4834473,2,,2
770,0.06,0,NonL-TADs,765,3R,9510750,9538549,27799,19014,48.59,Active,0.109455,0.038291,1218.22,0.06,0.015084,917,912,1069,1041,3.107923666,3.45381914,2.125762099,2.362348182,2,,2
771,0.08,0,NonL-TADs,766,3R,9538550,9608249,69699,68606,66.01,Null,0.108202,0.033145,5211.78,0.08,0.026816,6228,5761,5516,6132,5.646131501,5.284207816,5.557590464,5.201342364,2,,2
772,0.08,0,NonL-TADs,767,3R,9608250,9664549,56299,12053,61.48,Null,0.129256,0.0331305,3738.2,0.08,0.026816,2815,2932,2717,2847,15.40551312,14.36754582,3.298151826,3.075934382,2,,3
773,0.1,0,NonL-TADs,768,3R,9664550,9783449,118899,14986,78.88,PcG,0.223371,0.0465855,6647.62,0.1,0.0419,311,285,312,278,1.284963108,1.225340843,0.1619564264,0.154441651,3,,4
774,0.09,1,L-TADs,769,3R,9783450,9860049,76599,76384,68.12,Active,0.358027,0.0442965,6614.3,0.09,0.033939,4637,4274,4772,4671,3.769243321,3.847673555,3.758663714,3.836873809,5,2,
775,0.08,0,NonL-TADs,770,3R,9860050,9915149,55099,32257,61.04,Null,0.324552,0.0304428,3149.6,0.08,0.026816,2197,1786,2026,2017,3.98948154,3.900950085,2.335590592,2.283760992,4,,5
776,0.12,1,L-TADs,771,3R,9915150,10112949,197799,123674,93.46,Null,0.430671,0.0277989,10766.7,0.12,0.060336,10463,8863,10327,10710,5.048864268,5.294147362,3.156806857,3.310170328,5,3,
777,0.07,0,NonL-TADs,772,3R,10112950,10153249,40299,34789,54.99,Active,0.314027,0.0313613,2516.59,0.07,0.020531,11729,10211,10869,9874,20.37627558,18.55753329,17.59026902,16.02019965,4,,5
778,0.08,0,NonL-TADs,773,3R,10153250,10216849,63599,49147,64.03,Null,0.322736,0.0241727,3979.01,0.08,0.026816,674,631,634,734,0.8579137457,0.8663227324,0.6629646199,0.6694627797,4,,5
779,0.11,2,L-TADs,774,3R,10216850,10400749,183899,126023,91.22,Null,0.51028,0.0230485,7855.18,0.11,0.050699,4317,3289,4202,4222,1.950009086,2.080459043,1.336309577,1.425704816,6,4,
780,0.09,1,L-TADs,775,3R,10400750,10480749,79999,80240,69.12,Null,0.485937,0.0218775,3888.07,0.09,0.033939,18269,18466,20177,20424,14.79173957,15.74839998,14.83630024,15.79584263,5,4,
781,0.07,0,NonL-TADs,776,3R,10480750,10522449,41699,38404,55.62,Null,0.40022,0.0207431,2615.33,0.07,0.020531,11584,10650,11020,12227,18.70558384,18.84000791,17.22749327,17.35129532,5,,6
782,0.06,0,NonL-TADs,777,3R,10522450,10551249,28799,32487,49.17,Null,0.36722,0.0215499,1683.07,0.06,0.015084,7368,6325,7722,8489,13.61818179,15.53069259,15.36212618,17.51955312,5,,6
783,0.05,0,NonL-TADs,778,3R,10551250,10567449,16199,60564,40.59,Active,0.379646,0.0250136,1382.47,0.05,0.010475,16624,10099,14955,12789,14.25610182,14.25755814,53.29999078,53.30543558,5,,6
784,0.1,1,L-TADs,779,3R,10567450,10703149,135699,74726,82.43,Null,0.426901,0.0247991,7332.83,0.1,0.0419,360,328,353,403,0.2974725048,0.3148768166,0.1638105689,0.1733946823,5,3,
785,0.06,0,NonL-TADs,780,3R,10703150,10730349,27199,23894,48.24,Active,0.382661,0.0281649,1278.51,0.06,0.015084,31865,30982,30294,30963,84.98177928,79.79165822,74.65548859,70.09602859,5,,6
786,0.12,1,L-TADs,781,3R,10730350,10920849,190499,42333,92.3,Null,0.397276,0.0243855,7944.55,0.12,0.060336,1821,1582,1701,1925,2.597245665,2.665872528,0.5771641886,0.5924145625,5,3,
787,0.07,0,NonL-TADs,782,3R,10920850,10958549,37699,25482,53.79,Null,0.211694,0.0228543,1191.79,0.07,0.020531,2280,1950,2481,2402,5.363360431,5.964085201,3.625272567,4.031322292,3,,4
788,0.08,0,NonL-TADs,783,3R,10958550,11022949,64399,38927,64.3,Null,0.146729,0.0243341,5369.22,0.08,0.026816,15801,14761,16651,16936,25.36652426,26.85411877,15.33319912,16.23239928,2,,3
789,0.09,0,NonL-TADs,784,3R,11022950,11116849,93899,96884,72.91,Active,0.122475,0.0361494,8711.36,0.09,0.033939,210312,193099,205799,210481,134.5320632,133.7285424,138.808767,137.9797027,2,,2
790,0.07,0,NonL-TADs,785,3R,11116850,11156649,39799,17796,54.77,Active,0.12305,0.0388581,4667.2,0.07,0.020531,7151,6121,7032,7242,24.09595279,24.96398549,10.77443091,11.16256905,2,,2
791,0.07,0,NonL-TADs,786,3R,11156650,11199549,42899,44234,56.15,Active,0.13488,0.037658,4794.11,0.07,0.020531,28884,23984,27500,26815,38.61595639,38.21678916,39.81766976,39.4060806,2,,3
792,0.15,3,L-TADs,787,3R,11199550,11619449,419899,165468,120.12,Null,0.251112,0.0317479,20036.7,0.15,0.094275,10891,8437,11287,11598,3.774009829,4.304547705,1.487209682,1.696276723,4,1,
793,0.05,0,NonL-TADs,788,3R,11619450,11630949,11499,29410,36.21,Active,0.110279,0.0327517,831.714,0.05,0.010475,4152,2731,3940,3953,7.561585596,8.352908123,19.33961496,21.3635123,2,,2
794,0.1,0,NonL-TADs,789,3R,11630950,11759749,128799,86567,81.01,Null,0.0759394,0.0336888,8925.25,0.1,0.0419,10367,9159,10287,10412,7.287709379,7.441965005,4.898136925,5.001813559,1,,2
795,0.07,0,NonL-TADs,790,3R,11759750,11799849,40099,35848,54.9,Active,0.0545724,0.0371957,2387.99,0.07,0.020531,9276,6731,8552,8869,14.42697043,15.12511816,12.89752951,13.52166477,1,,1
796,0.1,0,NonL-TADs,791,3R,11799850,11925049,125199,107458,80.25,PcG,0.0417932,0.0390771,10577,0.1,0.0419,22008,16340,21778,21485,11.53012706,12.53050299,9.896280269,10.75490052,1,,1
797,0.09,0,NonL-TADs,792,3R,11925050,12007849,82799,51685,69.91,Null,0.0474091,0.0515234,5408.1,0.09,0.033939,3966,3781,4054,3927,4.842829319,4.805996125,3.023003096,3.000010987,1,,1
798,0.06,0,NonL-TADs,793,3R,12007850,12032149,24299,18425,46.46,Active,0.0514341,0.0626172,2128.77,0.06,0.015084,7191,7009,6927,7178,24.90066672,23.82627884,18.8812208,18.06655367,1,,1
799,0.08,0,NonL-TADs,794,3R,12032150,12086949,54799,34654,60.93,Active,0.0562428,0.0729425,6119.37,0.08,0.026816,2235,1224,2029,2047,3.224982175,3.660761458,2.039426491,2.315006251,1,,1
800,0.09,0,NonL-TADs,795,3R,12086950,12175449,88499,63570,71.48,Active,0.0572928,0.0729603,8656.76,0.09,0.033939,27368,23885,25811,26298,26.04936897,25.51239049,18.71160562,18.32588689,1,,1
801,0.09,0,NonL-TADs,796,3R,12175450,12259349,83899,51534,70.22,PcG,0.0525216,0.0571582,7589.76,0.09,0.033939,1698,1604,1759,1781,2.070204954,2.137962262,1.271599686,1.313218837,1,,1
802,0.06,0,NonL-TADs,797,3R,12259350,12280849,21499,17380,44.6,Active,0.0891115,0.0708636,3733.23,0.06,0.015084,6941,6149,7088,7151,24.33436411,25.49883531,19.67213583,20.61350564,2,,2
803,0.07,0,NonL-TADs,798,3R,12280850,12325649,44799,38737,56.97,Active,0.130228,0.0813131,3268.09,0.07,0.020531,11041,9570,11548,10985,17.19108182,18.10438011,14.86486164,15.65457649,2,,3
804,0.11,1,L-TADs,799,3R,12325650,12482749,157099,210405,86.55,PcG,0.216296,0.0915526,11982.4,0.11,0.050699,21591,18404,20100,19868,6.141575183,5.912170999,8.225501922,7.918257526,3,1,
805,0.11,0,NonL-TADs,800,3R,12482750,12625349,142599,36680,83.8,PcG,0.131275,0.0756207,4535.55,0.11,0.050699,0,0,0,0,0,0,0,0,2,,3
806,0.12,0,NonL-TADs,801,3R,12625350,12820349,194999,95638,93.02,PcG,0.0764511,0.0506052,7123.7,0.12,0.060336,1206,1361,1317,1449,0.8672124634,0.9001446745,0.4253276456,0.4414793736,1,,2
807,0.07,0,NonL-TADs,802,3R,12820350,12867749,47399,41907,58.05,PcG,0.129007,0.0463662,3313.3,0.07,0.020531,8524,7333,8370,8310,12.22544234,12.38796873,10.80891184,10.95260671,2,,3
808,0.07,0,NonL-TADs,803,3R,12867750,12905749,37999,29897,53.93,Active,0.187613,0.0470733,2781.47,0.07,0.020531,5160,4491,5032,5111,10.42977241,10.55916169,8.205976626,8.307778022,3,,4
809,0.13,2,L-TADs,804,3R,12905750,13207749,301999,150031,107.62,Null,0.429632,0.0467806,12686.8,0.13,0.070811,23197,19958,21192,22861,9.293520144,9.13871453,4.616956085,4.540049734,5,3,
810,0.05,0,NonL-TADs,805,3R,13207750,13227849,20099,14656,43.61,Active,0.426266,0.0464958,1011.24,0.05,0.010475,13275,12966,14364,15416,57.84889298,63.24116522,42.1828636,46.11485733,5,,6
811,0.1,1,L-TADs,806,3R,13227850,13358949,131099,73203,81.49,Null,0.494614,0.0472744,5424.91,0.1,0.0419,1776,1711,1837,1912,1.539051652,1.593959149,0.8593749614,0.8900341849,6,4,
812,0.05,0,NonL-TADs,807,3R,13358950,13374149,15199,10511,39.73,Active,0.494219,0.0494103,768.984,0.05,0.010475,7883,7236,7057,7333,46.47390422,42.60959281,32.1394307,29.4670327,6,,6
813,0.08,1,L-TADs,808,3R,13374150,13442049,67899,16788,65.44,PcG,0.470209,0.0519637,4347.39,0.08,0.026816,560,482,630,682,2.00539019,2.432346826,0.4958319048,0.6013967586,5,3,
814,0.08,0,NonL-TADs,809,3R,13442050,13506949,64899,39457,64.46,Null,0.405274,0.0453952,4065.35,0.08,0.026816,9628,6159,9121,9110,12.92723592,14.38060162,7.85944233,8.743053023,5,,6
815,0.07,0,NonL-TADs,810,3R,13506950,13544649,37699,34800,53.79,Active,0.398388,0.0495858,3313.1,0.07,0.020531,14278,9751,14435,14630,22.30933275,25.99451444,20.59377648,23.99557289,5,,6
816,0.08,1,L-TADs,811,3R,13544650,13619549,74899,34991,67.62,Null,0.42875,0.0445567,3919.7,0.08,0.026816,109,120,88,105,0.2114507626,0.1716688828,0.09878467847,0.08019954711,5,3,
817,0.05,0,NonL-TADs,812,3R,13619550,13638149,18599,40742,42.5,Active,0.427769,0.0453383,1436.7,0.05,0.010475,5256,4760,5112,5282,7.942954944,7.940191818,17.39942311,17.39337035,5,,6
818,0.14,1,L-TADs,813,3R,13638150,13989749,351599,273069,113.22,Null,0.48209,0.0434227,14285.8,0.14,0.082124,1178,1117,1215,1355,0.2715441291,0.2929215675,0.2108944672,0.2274972327,5,4,
819,0.07,0,NonL-TADs,814,3R,13989750,14024749,34999,33187,52.47,Active,0.217984,0.0507648,2702.07,0.07,0.020531,13915,11480,13178,13083,24.72352263,24.62826911,23.44351397,23.35319201,3,,4
820,0.07,0,NonL-TADs,815,3R,14024750,14069949,45199,39267,57.14,PcG,0.169179,0.0532341,3592.24,0.07,0.020531,36310,30664,27073,30937,55.10723781,45.97966145,47.87486243,39.945206,3,,3
821,0.08,0,NonL-TADs,816,3R,14069950,14124649,54699,39868,60.89,Active,0.150517,0.0579893,5358.79,0.08,0.026816,12834,10750,11837,12459,19.11274846,18.96710094,13.9305482,13.82439131,2,,3
822,0.09,0,NonL-TADs,817,3R,14124650,14223049,98399,66634,74.06,PcG,0.140615,0.0503125,6844.63,0.09,0.033939,21007,19502,20687,20236,19.64200266,19.11446757,13.30120433,12.94396723,2,,3
823,0.05,0,NonL-TADs,818,3R,14223050,14239249,16199,10747,40.59,Active,0.153577,0.0406074,0,0.05,0.010475,3892,2934,3818,3971,20.52150287,22.55719433,13.61470408,14.96525511,2,,3
